user_id,public,completion_percentage,gender,region,age
36849,0,36,0,nitriansky kraj  nitra,0
36850,0,59,0,nitriansky kraj  zeliezovce,0
36851,1,14,1,bratislavsky kraj  pezinok,29
36852,0,45,0,nitriansky kraj  zeliezovce,22
36853,1,69,0,nitriansky kraj  levice,19
36854,0,67,0,nitriansky kraj  nove zamky,22
36855,1,69,1,nitriansky kraj  nitra,22
36856,0,59,0,nitriansky kraj  nitra,20
36857,1,74,0,nitriansky kraj  nitra,20
36858,1,69,0,zilinsky kraj  turzovka,0
36859,0,52,0,presovsky kraj  bardejov,21
36860,1,57,0,kosicky kraj  strazske,21
36862,1,12,1,trenciansky kraj  puchov,0
36863,1,67,0,zilinsky kraj  cadca,18
36864,1,67,1,zilinsky kraj  zilina,0
36865,1,53,0,zilinsky kraj  zilina,0
36866,1,90,0,zilinsky kraj  zilina,16
36869,1,76,1,zilinsky kraj  bytca,0
36870,1,64,1,zilinsky kraj  zilina,14
36871,0,67,1,zilinsky kraj  zilina,17
36872,0,66,0,zilinsky kraj  zilina,0
36873,1,64,1,zilinsky kraj  zilina,0
36874,1,62,1,zilinsky kraj  zilina,19
36875,0,81,0,zilinsky kraj  zilina,0
36876,1,21,0,zilinsky kraj  zilina,0
36877,1,59,1,zilinsky kraj  kysucke nove mesto,0
36878,0,60,0,zilinsky kraj  turzovka,0
36879,0,55,0,zilinsky kraj  turcianske teplice,0
36880,1,66,0,trnavsky kraj  samorin,23
36882,1,83,0,banskobystricky kraj  poltar,21
36883,0,86,0,trenciansky kraj  bojnice,0
36884,0,17,1,presovsky kraj  bardejov,25
36885,0,40,0,zilinsky kraj  cadca,0
36886,1,21,1,trnavsky kraj  hlohovec,18
36887,0,12,1,zahranicie  zahranicie - nemecko,26
36888,0,52,0,bratislavsky kraj  bratislava - petrzalka,16
36889,0,12,0,zilinsky kraj  turzovka,21
36890,1,43,1,trenciansky kraj  ilava,0
36891,0,40,0,trnavsky kraj  trnava,0
36892,1,66,0,trenciansky kraj  banovce nad bebravou,24
36893,1,69,0,trenciansky kraj  dubnica nad vahom,0
36894,1,91,0,zilinsky kraj  zilina,0
36895,1,67,0,trenciansky kraj  nove mesto nad vahom,18
36896,1,81,0,trnavsky kraj  hlohovec,17
36897,1,62,1,trnavsky kraj  sered,30
36898,0,28,1,presovsky kraj  poprad,0
36899,0,12,1,presovsky kraj  svidnik,0
36900,0,17,1,zilinsky kraj  cadca,18
36901,1,62,0,zilinsky kraj  zilina,17
36902,1,66,1,zilinsky kraj  cadca,22
36903,1,79,1,nitriansky kraj  nove zamky,23
36904,0,12,0,nitriansky kraj  zeliezovce,22
36905,1,66,1,zilinsky kraj  turzovka,25
36906,0,14,0,nitriansky kraj  nitra,23
36907,1,41,0,nitriansky kraj  sturovo,0
36908,1,12,1,nitriansky kraj  nove zamky,23
36909,1,14,1,nitriansky kraj  nitra,0
36910,0,79,1,nitriansky kraj  nitra,18
36911,1,64,0,nitriansky kraj  nove zamky,22
36912,0,69,1,nitriansky kraj  nove zamky,23
36913,0,12,1,nitriansky kraj  nove zamky,0
36914,0,71,1,nitriansky kraj  nitra,21
36915,1,55,1,nitriansky kraj  nitra,22
36916,1,66,1,nitriansky kraj  nitra,18
36917,1,67,0,nitriansky kraj  nitra,22
36918,1,21,0,nitriansky kraj  sturovo,21
36919,0,62,0,nitriansky kraj  nitra,23
36920,1,74,0,nitriansky kraj  nitra,19
36921,1,12,0,nitriansky kraj  nitra,0
36922,1,53,1,nitriansky kraj  nitra,23
36923,1,83,1,zilinsky kraj  zilina,15
36925,0,60,1,zilinsky kraj  zilina,0
36926,1,67,1,zilinsky kraj  zilina,17
36927,1,16,1,zilinsky kraj  zilina,0
36928,0,12,0,zilinsky kraj  liptovsky mikulas,0
36929,1,67,1,zilinsky kraj  zilina,17
36930,0,60,1,zahranicie  zahranicie - francuzsko,20
36931,0,12,0,zilinsky kraj  zilina,21
36932,0,60,0,kosicky kraj  kosice - sidlisko tahanovce,0
36933,1,57,0,trnavsky kraj  sered,27
36934,1,45,0,zilinsky kraj  namestovo,28
36938,1,64,0,zilinsky kraj  cadca,0
36939,1,62,1,zahranicie  zahranicie - ostatne,18
36940,0,79,0,zilinsky kraj  zilina,0
36945,1,59,1,zilinsky kraj  bytca,19
36956,0,67,1,nitriansky kraj  nove zamky,21
36958,1,59,1,nitriansky kraj  nitra,24
36960,0,69,1,nitriansky kraj  nitra,18
36962,0,71,1,zahranicie  zahranicie - ostatne,0
36964,0,66,0,nitriansky kraj  nitra,0
36966,1,67,1,nitriansky kraj  nove zamky,24
36967,1,62,1,banskobystricky kraj  ziar nad hronom,20
36968,1,50,0,nitriansky kraj  nitra,19
36970,0,48,1,nitriansky kraj  nitra,19
36971,0,66,1,banskobystricky kraj  zarnovica,22
36973,1,62,0,nitriansky kraj  nitra,0
36975,1,33,0,nitriansky kraj  komarno,23
36976,1,40,0,nitriansky kraj  sturovo,21
36977,1,69,0,nitriansky kraj  nove zamky,22
36978,1,50,1,nitriansky kraj  zeliezovce,23
36979,0,52,1,nitriansky kraj  nove zamky,23
36980,1,88,1,nitriansky kraj  nove zamky,21
36981,0,14,0,nitriansky kraj  nitra,25
36982,1,76,0,nitriansky kraj  nove zamky,0
36983,1,64,1,nitriansky kraj  nitra,23
36984,1,71,1,nitriansky kraj  nove zamky,17
36985,1,71,1,zilinsky kraj  zilina,24
36988,1,64,0,zilinsky kraj  martin,19
36991,1,72,0,zilinsky kraj  martin,21
36993,0,28,1,zilinsky kraj  zilina,25
36994,1,12,0,zilinsky kraj  zilina,0
36995,1,67,0,zilinsky kraj  zilina,22
36997,0,55,1,banskobystricky kraj  krupina,24
36998,0,16,0,zilinsky kraj  zilina,19
36999,1,67,0,zilinsky kraj  zilina,18
37000,1,60,1,zilinsky kraj  dolny kubin,0
37006,1,79,0,trnavsky kraj  dunajska streda,16
37007,1,84,1,trnavsky kraj  dunajska streda,15
37008,0,67,0,trnavsky kraj  galanta,16
37009,1,72,1,trnavsky kraj  dunajska streda,18
37012,1,74,1,nitriansky kraj  nove zamky,23
37014,1,12,0,nitriansky kraj  zeliezovce,0
37015,1,12,0,nitriansky kraj  nove zamky,26
37016,0,64,0,nitriansky kraj  nitra,0
37017,1,79,1,banskobystricky kraj  velky krtis,18
37018,1,52,1,nitriansky kraj  nitra,18
37019,1,86,0,bratislavsky kraj  bratislava - vrakuna,19
37020,1,69,1,nitriansky kraj  nitra,0
37021,1,67,0,nitriansky kraj  surany,23
37022,1,48,1,nitriansky kraj  nove zamky,23
37023,1,64,1,nitriansky kraj  nitra,17
37024,1,72,0,nitriansky kraj  nitra,13
37025,1,12,0,nitriansky kraj  sturovo,21
37026,1,12,1,nitriansky kraj  nitra,29
37027,1,67,1,nitriansky kraj  nove zamky,21
37028,1,67,0,zahranicie  zahranicie - ostatne,0
37029,1,64,1,nitriansky kraj  nove zamky,21
37030,1,69,1,nitriansky kraj  levice,21
37031,1,71,0,nitriansky kraj  sturovo,21
37032,1,86,0,banskobystricky kraj  velky krtis,19
37033,1,64,1,zilinsky kraj  turzovka,25
37034,1,21,1,zilinsky kraj  liptovsky mikulas,0
37035,0,47,0,zilinsky kraj  cadca,0
37038,0,41,1,bratislavsky kraj  bratislava - karlova ves,26
37040,1,40,0,zilinsky kraj  zilina,0
37041,1,12,1,zilinsky kraj  rajec,21
37043,1,57,1,zilinsky kraj  ruzomberok,23
37045,0,53,0,zilinsky kraj  zilina,23
37046,1,71,1,zilinsky kraj  cadca,17
37047,1,69,1,bratislavsky kraj  bratislava - nove mesto,25
37048,1,66,1,zilinsky kraj  cadca,16
37049,0,53,0,zilinsky kraj  zilina,21
37051,0,84,1,trnavsky kraj  galanta,17
37052,1,72,1,trnavsky kraj  trnava,0
37055,1,12,0,trnavsky kraj  galanta,15
37056,0,79,1,nitriansky kraj  sala,0
37057,1,69,1,trnavsky kraj  trnava,17
37058,1,52,0,trnavsky kraj  dunajska streda,16
37059,1,90,0,bratislavsky kraj  bratislava - petrzalka,0
37061,0,33,1,trnavsky kraj  dunajska streda,35
37062,1,76,0,nitriansky kraj  nove zamky,0
37063,1,69,0,nitriansky kraj  nove zamky,21
37064,1,60,1,nitriansky kraj  nitra,23
37065,1,81,1,nitriansky kraj  nitra,19
37066,0,12,0,nitriansky kraj  nove zamky,20
37067,1,67,0,nitriansky kraj  sahy,23
37068,0,62,1,nitriansky kraj  levice,19
37069,0,14,0,nitriansky kraj  nitra,23
37070,1,12,0,nitriansky kraj  zeliezovce,0
37071,1,62,0,nitriansky kraj  nitra,22
37072,1,53,1,nitriansky kraj  nitra,20
37073,1,62,1,nitriansky kraj  sturovo,21
37074,0,12,1,nitriansky kraj  nitra,22
37075,1,59,1,kosicky kraj  kosice - stare mesto,21
37076,1,41,0,nitriansky kraj  nitra,19
37077,1,72,1,zahranicie  zahranicie - ostatne,21
37078,1,74,0,nitriansky kraj  sala,20
37079,1,60,0,nitriansky kraj  nitra,19
37080,1,64,1,zilinsky kraj  zilina,0
37084,1,57,1,zilinsky kraj  bytca,18
37087,0,12,1,banskobystricky kraj  banska bystrica,0
37088,1,91,0,presovsky kraj  presov,0
37089,0,31,0,trenciansky kraj  trencin,0
37090,0,14,1,trnavsky kraj  hlohovec,18
37091,0,26,1,presovsky kraj  stropkov,0
37092,0,43,0,nitriansky kraj  sala,23
37093,1,66,0,zilinsky kraj  martin,27
37094,1,33,0,trnavsky kraj  hlohovec,0
37095,1,69,0,trnavsky kraj  trnava,22
37096,1,67,1,nitriansky kraj  topolcany,28
37097,1,72,0,banskobystricky kraj  zvolen,19
37098,0,50,0,nitriansky kraj  nitra,0
37099,1,64,0,trenciansky kraj  banovce nad bebravou,15
37100,0,97,1,zilinsky kraj  namestovo,0
37101,0,74,0,trnavsky kraj  skalica,22
37102,0,14,0,zahranicie  zahranicie - francuzsko,0
37103,1,47,1,presovsky kraj  stropkov,0
37104,1,14,0,trnavsky kraj  trnava,0
37105,0,12,1,kosicky kraj  michalovce,24
37106,1,14,0,nitriansky kraj  nitra,0
37107,0,79,1,zilinsky kraj  zilina,0
37109,0,67,0,zahranicie  zahranicie - ostatne,23
37111,0,41,1,zilinsky kraj  kysucke nove mesto,26
37112,0,66,1,zilinsky kraj  zilina,30
37114,0,14,0,zilinsky kraj  kysucke nove mesto,0
37115,0,38,0,zilinsky kraj  cadca,21
37116,1,78,0,zilinsky kraj  zilina,18
37117,0,78,0,zilinsky kraj  zilina,15
37118,0,12,0,ceska republika  cz - olomoucky kraj,0
37120,1,66,0,zilinsky kraj  zilina,21
37122,1,72,0,nitriansky kraj  nitra,0
37123,0,72,0,nitriansky kraj  nitra,0
37124,1,97,0,nitriansky kraj  nove zamky,19
37125,1,31,0,nitriansky kraj  nitra,22
37126,1,16,1,nitriansky kraj  nitra,19
37127,0,16,0,zilinsky kraj  bytca,0
37129,1,66,1,zilinsky kraj  rajecke teplice,23
37131,0,12,1,zilinsky kraj  bytca,21
37132,1,78,0,nitriansky kraj  nove zamky,0
37133,1,26,1,nitriansky kraj  sturovo,19
37134,1,12,1,nitriansky kraj  nove zamky,0
37135,1,74,1,nitriansky kraj  sturovo,22
37136,0,26,0,zahranicie  zahranicie - ostatne,0
37137,1,60,0,nitriansky kraj  nitra,20
37138,1,60,0,nitriansky kraj  nitra,22
37139,1,64,0,nitriansky kraj  nitra,29
37140,1,67,0,nitriansky kraj  nitra,21
37141,0,12,1,nitriansky kraj  nitra,21
37142,1,45,0,nitriansky kraj  nove zamky,23
37143,0,12,1,zilinsky kraj  bytca,0
37144,1,12,1,nitriansky kraj  nitra,24
37145,1,53,1,nitriansky kraj  nitra,23
37146,0,72,1,zahranicie  zahranicie - ostatne,0
37152,0,40,0,nitriansky kraj  levice,0
37154,1,60,1,nitriansky kraj  sala,16
37155,1,67,0,trnavsky kraj  galanta,0
37156,1,78,1,trnavsky kraj  galanta,19
37159,1,12,0,trnavsky kraj  galanta,17
37161,1,79,1,kosicky kraj  spisska nova ves,18
37162,1,83,0,trnavsky kraj  galanta,20
37163,1,60,0,trnavsky kraj  dunajska streda,0
37164,0,12,0,zilinsky kraj  zilina,21
37165,1,62,1,zilinsky kraj  zilina,25
37167,1,22,0,zilinsky kraj  zilina,20
37168,1,59,0,zilinsky kraj  zilina,21
37170,1,72,0,zilinsky kraj  zilina,17
37171,0,55,0,zilinsky kraj  zilina,23
37172,0,24,1,zilinsky kraj  zilina,20
37173,1,24,0,zilinsky kraj  zilina,21
37174,0,64,0,zilinsky kraj  zilina,20
37175,0,60,1,zilinsky kraj  zilina,23
37176,1,74,0,zilinsky kraj  zilina,24
37178,1,71,1,zilinsky kraj  bytca,0
37180,1,64,1,zilinsky kraj  bytca,19
37182,1,71,0,zilinsky kraj  zilina,20
37183,1,69,1,zilinsky kraj  zilina,19
37184,0,43,1,zilinsky kraj  ruzomberok,27
37185,1,45,0,trenciansky kraj  prievidza,0
37187,0,64,0,presovsky kraj  giraltovce,13
37188,0,64,1,zahranicie  zahranicie - ostatne,0
37189,0,69,0,kosicky kraj  roznava,0
37190,1,55,1,trenciansky kraj  trencin,24
37191,1,19,0,zilinsky kraj  kysucke nove mesto,23
37194,1,19,0,zilinsky kraj  cadca,16
37195,1,78,1,zilinsky kraj  cadca,17
37196,1,78,0,zilinsky kraj  cadca,22
37197,0,33,0,zilinsky kraj  zilina,0
37198,0,74,0,nitriansky kraj  nitra,0
37199,1,47,1,zilinsky kraj  bytca,20
37200,1,64,0,zilinsky kraj  zilina,21
37201,1,60,0,zilinsky kraj  martin,0
37202,1,69,0,zilinsky kraj  cadca,21
37204,0,45,0,nitriansky kraj  nove zamky,0
37205,1,12,0,trnavsky kraj  hlohovec,0
37206,0,57,0,trnavsky kraj  piestany,20
37207,1,88,0,trenciansky kraj  prievidza,0
37208,1,12,1,kosicky kraj  kosice - ostatne,36
37209,1,12,0,zilinsky kraj  zilina,37
37210,1,12,1,zahranicie  zahranicie - ostatne,18
37211,1,12,1,kosicky kraj  michalovce,0
37212,1,28,1,kosicky kraj  michalovce,28
37213,0,71,0,kosicky kraj  kosice - zapad,40
37214,1,12,1,zahranicie  zahranicie - ostatne,30
37215,0,48,1,trnavsky kraj  trnava,32
37216,1,12,1,trnavsky kraj  sered,0
37217,1,81,1,banskobystricky kraj  brezno,21
37218,1,28,0,trenciansky kraj  trencin,21
37219,0,45,0,zahranicie  zahranicie - ostatne,0
37220,0,28,0,presovsky kraj  vranov nad toplou,0
37221,0,81,0,zilinsky kraj  zilina,32
37222,1,47,0,kosicky kraj  krompachy,25
37223,1,64,1,zilinsky kraj  zilina,19
37225,1,69,1,zilinsky kraj  zilina,26
37226,1,57,0,zilinsky kraj  zilina,20
37227,0,26,0,zahranicie  zahranicie - ostatne,0
37228,0,41,0,zilinsky kraj  zilina,21
37229,1,12,0,zilinsky kraj  zilina,0
37230,1,67,0,zilinsky kraj  zilina,22
37231,0,40,0,bratislavsky kraj  bratislava - nove mesto,22
37232,0,64,0,zilinsky kraj  zilina,21
37233,1,41,1,zilinsky kraj  zilina,23
37234,1,53,0,zilinsky kraj  zilina,19
37235,1,67,1,zilinsky kraj  bytca,18
37236,0,40,0,zahranicie  zahranicie - ostatne,0
37239,1,67,1,zilinsky kraj  zilina,0
37240,1,21,0,zilinsky kraj  bytca,16
37243,1,60,0,zilinsky kraj  bytca,0
37245,0,74,1,zilinsky kraj  cadca,0
37247,1,33,1,presovsky kraj  giraltovce,24
37248,1,19,1,nitriansky kraj  nitra,22
37257,1,72,1,zilinsky kraj  cadca,26
37258,0,14,0,trnavsky kraj  galanta,0
37259,1,81,0,trnavsky kraj  dunajska streda,16
37260,1,71,1,nitriansky kraj  sala,21
37261,1,69,0,zahranicie  zahranicie - kanada,16
37262,1,72,0,trnavsky kraj  galanta,0
37263,0,14,0,trnavsky kraj  galanta,0
37264,0,78,1,trnavsky kraj  dunajska streda,19
37265,1,67,0,trnavsky kraj  galanta,16
37267,1,60,1,trenciansky kraj  prievidza,0
37270,1,45,0,trenciansky kraj  prievidza,12
37271,1,66,1,trenciansky kraj  prievidza,12
37272,0,81,1,trenciansky kraj  prievidza,0
37273,0,50,0,trenciansky kraj  prievidza,11
37274,0,72,1,trnavsky kraj  samorin,0
37276,1,62,0,trenciansky kraj  prievidza,14
37277,1,67,1,trenciansky kraj  prievidza,0
37278,0,12,0,trenciansky kraj  prievidza,21
37279,1,12,0,trenciansky kraj  prievidza,0
37280,1,21,0,trenciansky kraj  handlova,12
37281,1,69,0,trenciansky kraj  prievidza,12
37282,1,48,1,trenciansky kraj  prievidza,22
37283,0,67,1,trenciansky kraj  handlova,0
37284,1,59,0,trenciansky kraj  prievidza,31
37285,0,66,1,zilinsky kraj  ruzomberok,0
37286,0,95,1,zilinsky kraj  zilina,0
37287,0,12,0,presovsky kraj  humenne,0
37290,0,69,1,nitriansky kraj  nitra,24
37292,0,62,1,zilinsky kraj  zilina,0
37293,0,66,0,zilinsky kraj  bytca,0
37294,1,69,1,zilinsky kraj  bytca,18
37295,1,74,1,zilinsky kraj  zilina,22
37297,1,57,0,zilinsky kraj  cadca,19
37298,0,41,0,zilinsky kraj  zilina,22
37299,0,29,0,bratislavsky kraj  bratislava - ruzinov,22
37300,1,12,0,zilinsky kraj  zilina,36
37304,1,78,0,zilinsky kraj  cadca,21
37307,1,78,1,zilinsky kraj  cadca,18
37308,1,14,1,presovsky kraj  hanusovce nad toplou,0
37310,1,72,1,zilinsky kraj  zilina,0
37311,0,16,1,bratislavsky kraj  bratislava - ostatne,28
37314,0,62,0,zahranicie  zahranicie - ostatne,0
37315,1,60,0,zilinsky kraj  bytca,0
37318,0,41,0,zilinsky kraj  zilina,23
37319,1,69,1,zilinsky kraj  bytca,17
37321,1,64,1,zilinsky kraj  kysucke nove mesto,27
37322,0,12,1,zilinsky kraj  cadca,21
37325,1,83,1,zilinsky kraj  cadca,0
37326,1,60,1,zilinsky kraj  bytca,0
37327,1,31,1,zilinsky kraj  cadca,13
37328,1,21,0,zilinsky kraj  cadca,0
37329,1,53,0,zilinsky kraj  cadca,22
37330,1,12,1,zilinsky kraj  cadca,27
37331,0,21,1,zilinsky kraj  cadca,0
37332,0,12,1,zahranicie  zahranicie - ostatne,0
37333,0,12,0,zilinsky kraj  zilina,22
37334,0,62,0,zilinsky kraj  zilina,22
37335,0,57,0,zilinsky kraj  kysucke nove mesto,23
37336,1,66,1,zilinsky kraj  kysucke nove mesto,27
37337,1,12,0,zilinsky kraj  zilina,20
37338,1,55,0,zilinsky kraj  zilina,20
37340,1,64,0,trenciansky kraj  prievidza,0
37341,0,71,1,presovsky kraj  vranov nad toplou,16
37342,1,60,1,trenciansky kraj  prievidza,13
37343,1,69,1,trenciansky kraj  prievidza,20
37349,1,33,1,zahranicie  zahranicie - usa,17
37350,1,66,0,banskobystricky kraj  zvolen,19
37352,1,14,1,zilinsky kraj  cadca,21
37353,1,74,1,zilinsky kraj  cadca,0
37354,1,14,1,zilinsky kraj  krasno nad kysucou,27
37357,0,12,0,zilinsky kraj  zilina,21
37361,0,45,1,zilinsky kraj  zilina,30
37362,0,47,1,trnavsky kraj  piestany,21
37363,0,29,1,zahranicie  zahranicie - gb,28
37364,0,12,1,zilinsky kraj  zilina,23
37365,0,31,1,zilinsky kraj  martin,0
37366,0,21,1,zilinsky kraj  zilina,0
37367,1,12,1,kosicky kraj  kosice - sever,22
37368,0,36,0,trnavsky kraj  trnava,26
37369,0,60,0,bratislavsky kraj  stupava,30
37370,1,48,0,trnavsky kraj  hlohovec,24
37371,0,67,0,trenciansky kraj  partizanske,0
37372,0,12,1,zahranicie  zahranicie - ostatne,22
37373,1,71,0,trnavsky kraj  hlohovec,19
37374,1,12,1,nitriansky kraj  nove zamky,29
37375,1,67,0,trenciansky kraj  dubnica nad vahom,23
37376,0,62,0,trenciansky kraj  nemsova,0
37377,0,66,0,banskobystricky kraj  banska bystrica,40
37378,1,41,1,kosicky kraj  dobsina,0
37379,1,71,1,trenciansky kraj  prievidza,0
37380,0,72,1,trnavsky kraj  trnava,0
37381,1,62,1,trenciansky kraj  bojnice,12
37382,0,26,1,trnavsky kraj  hlohovec,20
37383,1,41,1,kosicky kraj  kosice - sidlisko tahanovce,22
37384,0,79,1,presovsky kraj  stara lubovna,18
37385,0,84,0,bratislavsky kraj  bratislava - petrzalka,15
37386,1,12,1,zilinsky kraj  zilina,0
37387,1,47,1,presovsky kraj  bardejov,23
37388,1,12,0,trenciansky kraj  prievidza,0
37389,0,57,1,zilinsky kraj  zilina,0
37390,1,12,0,kosicky kraj  sobrance,0
37391,0,12,1,trnavsky kraj  piestany,19
37392,1,40,0,trenciansky kraj  prievidza,14
37393,0,76,1,trenciansky kraj  prievidza,15
37394,1,57,1,zilinsky kraj  rajecke teplice,22
37395,1,41,0,zilinsky kraj  zilina,21
37396,0,17,0,trenciansky kraj  partizanske,0
37397,0,66,1,zilinsky kraj  martin,22
37398,0,74,0,zilinsky kraj  namestovo,19
37399,0,60,0,zilinsky kraj  zilina,21
37400,1,71,0,trenciansky kraj  puchov,0
37401,1,83,0,zilinsky kraj  martin,20
37402,1,84,0,zilinsky kraj  cadca,0
37406,1,34,1,zilinsky kraj  cadca,25
37407,0,22,1,zilinsky kraj  cadca,22
37408,1,47,1,zilinsky kraj  kysucke nove mesto,0
37409,1,16,0,ceska republika  cz - jihomoravsky kraj,23
37410,1,64,0,zilinsky kraj  cadca,25
37412,0,12,0,zilinsky kraj  zilina,0
37413,0,67,0,trenciansky kraj  povazska bystrica,25
37414,0,12,0,zilinsky kraj  bytca,25
37415,1,26,1,zilinsky kraj  bytca,0
37416,1,12,1,zilinsky kraj  zilina,26
37418,1,12,1,banskobystricky kraj  banska bystrica,0
37419,0,12,0,zilinsky kraj  bytca,21
37420,1,60,0,zilinsky kraj  cadca,0
37422,0,50,1,trenciansky kraj  prievidza,0
37423,1,12,1,zilinsky kraj  bytca,27
37425,1,41,0,trenciansky kraj  prievidza,30
37433,1,17,1,zilinsky kraj  bytca,0
37434,0,88,0,zilinsky kraj  zilina,0
37436,1,67,0,zilinsky kraj  cadca,0
37438,1,59,1,zilinsky kraj  dolny kubin,21
37440,1,53,1,bratislavsky kraj  bratislava - stare mesto,0
37441,0,41,0,zilinsky kraj  zilina,23
37442,0,53,0,trenciansky kraj  trencin,0
37443,0,50,1,zilinsky kraj  zilina,23
37444,0,33,0,zilinsky kraj  zilina,22
37445,1,71,0,trnavsky kraj  dunajska streda,15
37446,1,71,0,trnavsky kraj  dunajska streda,0
37447,0,66,1,nitriansky kraj  topolcany,22
37448,1,57,1,zilinsky kraj  cadca,22
37452,1,47,1,zilinsky kraj  cadca,22
37453,1,47,1,presovsky kraj  sabinov,22
37454,1,21,0,zilinsky kraj  turzovka,0
37455,1,74,0,zilinsky kraj  turzovka,0
37456,1,62,0,zilinsky kraj  tvrdosin,17
37457,0,69,1,zilinsky kraj  turzovka,0
37458,0,78,0,zilinsky kraj  turzovka,0
37459,0,69,1,nitriansky kraj  nitra,0
37460,0,38,0,zilinsky kraj  turzovka,0
37462,1,52,0,nitriansky kraj  levice,0
37463,0,40,0,zilinsky kraj  cadca,0
37464,1,64,0,zilinsky kraj  cadca,18
37466,1,67,1,zilinsky kraj  rajecke teplice,21
37467,0,14,1,zahranicie  zahranicie - francuzsko,20
37470,1,74,1,kosicky kraj  trebisov,0
37471,1,12,0,trenciansky kraj  banovce nad bebravou,22
37472,0,86,0,zilinsky kraj  cadca,20
37473,0,66,0,zilinsky kraj  zilina,20
37477,1,62,1,zilinsky kraj  bytca,21
37478,1,48,1,zilinsky kraj  zilina,18
37482,0,16,1,zilinsky kraj  bytca,0
37483,1,34,1,zilinsky kraj  turzovka,0
37484,1,67,1,zilinsky kraj  zilina,19
37485,1,60,1,zilinsky kraj  kysucke nove mesto,21
37486,0,29,0,zilinsky kraj  zilina,0
37487,1,41,1,nitriansky kraj  nitra,21
37488,1,64,0,nitriansky kraj  nitra,23
37489,0,43,0,nitriansky kraj  nitra,0
37490,1,66,0,nitriansky kraj  nove zamky,21
37491,1,64,0,nitriansky kraj  nitra,0
37492,1,72,1,nitriansky kraj  nitra,19
37493,1,19,1,nitriansky kraj  nitra,22
37494,1,79,1,nitriansky kraj  nitra,21
37496,1,59,0,nitriansky kraj  nitra,25
37497,0,43,0,nitriansky kraj  nove zamky,24
37498,0,16,0,zahranicie  zahranicie - ostatne,0
37499,0,33,1,nitriansky kraj  nitra,21
37500,1,69,1,nitriansky kraj  nitra,25
37501,0,50,0,nitriansky kraj  nitra,22
37502,1,52,1,nitriansky kraj  nitra,22
37503,1,66,0,zahranicie  zahranicie - ostatne,21
37504,1,47,1,nitriansky kraj  nitra,21
37505,0,67,0,nitriansky kraj  nitra,22
37506,0,33,1,zahranicie  zahranicie - gb,24
37507,1,28,1,nitriansky kraj  nitra,21
37508,1,55,1,zilinsky kraj  cadca,22
37511,1,53,1,zilinsky kraj  zilina,27
37512,0,71,1,zilinsky kraj  krasno nad kysucou,22
37513,1,53,1,zilinsky kraj  cadca,21
37514,0,24,1,banskobystricky kraj  brezno,25
37515,1,72,0,zilinsky kraj  zilina,21
37516,1,67,0,banskobystricky kraj  lucenec,17
37517,1,19,1,zilinsky kraj  cadca,16
37518,1,48,0,zilinsky kraj  zilina,19
37519,1,24,0,banskobystricky kraj  lucenec,0
37520,0,69,0,zilinsky kraj  zilina,18
37521,1,69,0,zilinsky kraj  zilina,19
37522,1,64,1,zilinsky kraj  bytca,21
37523,1,62,0,zilinsky kraj  zilina,0
37525,0,41,0,zahranicie  zahranicie - francuzsko,0
37526,0,22,0,bratislavsky kraj  bratislava - petrzalka,0
37527,1,72,1,zilinsky kraj  turzovka,17
37528,1,71,0,zilinsky kraj  zilina,23
37529,0,59,1,nitriansky kraj  topolcany,18
37530,1,72,1,zilinsky kraj  kysucke nove mesto,26
37531,1,71,1,zilinsky kraj  cadca,19
37532,1,67,1,zahranicie  zahranicie - usa,17
37533,1,67,1,trenciansky kraj  puchov,20
37537,0,72,1,zilinsky kraj  zilina,20
37538,1,72,1,zilinsky kraj  cadca,0
37542,1,76,1,zilinsky kraj  turcianske teplice,25
37544,0,74,1,zilinsky kraj  martin,27
37545,1,12,1,zilinsky kraj  turcianske teplice,21
37548,0,53,1,zilinsky kraj  martin,19
37552,0,71,1,trenciansky kraj  handlova,23
37555,1,60,1,presovsky kraj  presov,22
37556,0,66,1,zilinsky kraj  martin,0
37557,0,38,1,trnavsky kraj  trnava,21
37558,1,59,1,zilinsky kraj  zilina,22
37562,1,19,0,presovsky kraj  bardejov,16
37563,0,12,0,zilinsky kraj  cadca,0
37564,1,12,0,zilinsky kraj  bytca,0
37565,1,62,1,zilinsky kraj  cadca,20
37566,0,62,0,ceska republika  cz - praha,21
37567,1,64,1,zilinsky kraj  cadca,23
37568,0,12,0,zahranicie  zahranicie - ostatne,0
37569,0,12,0,zilinsky kraj  zilina,0
37570,1,71,0,zilinsky kraj  cadca,23
37571,1,41,1,zilinsky kraj  cadca,22
37572,0,62,1,zilinsky kraj  zilina,0
37573,0,40,0,zilinsky kraj  cadca,22
37574,1,53,1,zilinsky kraj  cadca,21
37575,0,69,1,zilinsky kraj  cadca,22
37576,1,71,1,zilinsky kraj  cadca,22
37577,1,43,1,zilinsky kraj  cadca,0
37578,1,52,1,zilinsky kraj  cadca,0
37580,1,74,1,zilinsky kraj  cadca,0
37581,1,57,1,zilinsky kraj  cadca,22
37582,1,72,1,zilinsky kraj  zilina,0
37583,1,48,1,zilinsky kraj  zilina,20
37584,1,57,1,zilinsky kraj  cadca,27
37585,1,66,1,zilinsky kraj  cadca,25
37586,0,55,1,zilinsky kraj  krasno nad kysucou,24
37588,0,69,1,zilinsky kraj  cadca,22
